back_dock_nearby.wav,Не вдалося дістатися до док-станції. Усуньте перешкоди!
bin_in.wav,контейнер для пилу вставлено.
bin_out.wav,контейнер для пилу вилучено.
binout_error10.wav,Контейнер для пилу вилучено. Очистіть фільтр!
bl_recovery_bootfailed.wav,Не вдалося перезавантажити для відновлення роботи.
bl_recovery_failed.wav,Не вдалося відновити роботу.
bl_recovery_retry.wav,Нова спроба відновлення роботи.
bl_recovery_start.wav,Початок відновлення роботи.
bl_recovery_updatefailed.wav,Не вдалося здійснити оновлення для відновлення роботи.
charging.wav,заряджання.
clean_bin.wav,Очистіть контейнер для пилу.
clean_finish.wav,Прибирання завершено.
error1.wav,"Помилка 1. Спробуйте повернути оранжеву голівку лазера, щоб усунути можливу заблокованість."
error2.wav,Помилка 2. Очистіть захисну рамку та легенько її торкніться.
error3.wav,Помилка 3. Спробуйте перемістити робот-пилосос.
error4.wav,Помилка 4. Очистіть датчик обриву та перемістіть робот-пилосос.
error5.wav,Помилка 5. Вийміть та очистіть основну щітку.
error6.wav,Помилка 6. Вийміть та очистіть бокові щітки.
error7.wav,"Помилка 7. Переконайтеся, що колеса не заблоковано та перемістіть робот-пилосос."
error8.wav,"Помилка 8. Переконайтеся, що навколо робота-пилососа немає перешкод."
error9.wav,Помилка 9. Вставте контейнер для пилу та фільтр.
error10.wav,Помилка 10. Очистіть або замініть фільтр.
error11.wav,Помилка 11. Виявлено сильне магнітне поле. Перемістіть робот-пилосос від обмежувача руху та повторіть спробу.
error12.wav,Помилка 12. Акумулятор розряджений. Зарядіть робот-пилосос.
error13.wav,"Помилка 13. Не вдалося завантажити. Переконайтеся, що контакти для заряджання чисті."
error14.wav,"Помилка 14, Несправний акумулятор."
error15.wav,Помилка 15. Очистіть датчик стін.
error16.wav,Помилка 16. Використовуйте робот-пилосос на рівній горизонтальній поверхні.
error17.wav,Помилка 17. Несправна бокова щітка. Перезапустіть систему.
error18.wav,Помилка 18. Несправна повітродувка. Перезапустіть систему.
error19.wav,Помилка 19. Док-станцію не підключено до джерела живлення.
error_internal.wav,Сталася внутрішня помилка. Перезапустіть систему.
findme.wav,"Привіт, я тут."
finish.wav,Прибирання завершено.
home.wav,Поверніться до док-станції.
no_power_charging.wav,Рівень заряду акумулятора низький. Потрібно більше часу для заряджання
no_power.wav,Рівень заряду акумулятора низький. Поверніться до док-станції.
no_spot_on_dock.wav,"Розмістіть робот-пилосос у потрібному місці, перш ніж почати точкове прибирання."
pause.wav,Призупинено.
power_off_rejected.wav,"Відключіть робот-пилосос від док-станції, щоб вимкнути його."
power_off.wav,Вимкніть.
power_resume_clean.wav,Акумулятор заряджений. Продовжуйте прибирання.
remote_complete.wav,Використання пульта керування завершено.
remote.wav,Використовуйте пульт керування.
restart_clean.wav,"невідома позиція, почніть новий цикл прибирання."
resume_clean.wav,Продовжую прибирання.
resume_home.wav,Повертаюсь до док-станції.
return_no.wav,Не вдалося повернутися до початкової точки.
return_yes.wav,Не вдалося знайти док-станцію. Перемістіть робот-пилосос ближче до док-станції та повторіть спробу.
spot.wav,почніть точкове прибирання.
start.wav,почигаю прибирання.
stop_spot.wav,Завершіть точкове прибирання.
stop.wav,Завершую прибирання.
sysupd_complete.wav,Оновлення успішно виконано.
sysupd_failed.wav,Не вдалось оновити мікропрограму. Використовується стара версія.
sysupd_notready.wav,"Спробуйте здійснити оновлення, коли робот-пилосос заряджено на щонайменше 20 відсотків."
sysupd_start.wav,Починається оновлення мікропрограми. Воно може тривати від 5 до 10 хвилин.
sysupd_wip.wav,Зачекайте до завершення оновлення.
timed_clean.wav,Починається заплановане прибирання.
wifi_reset.wav,Налаштування Wi-Fi скинуто.
